Month	ScheduledOperator	CountryToFrom	PassengersIn	FreightIn	MailIn	PassengersOut	FreightOut	MailOut	Year
39083	Asiana Airlines	Korea	8888	191.1	13	6986	108.9	0	2007
39083	Austrian Airlines	Austria	7650	0	0	8452	0	0	2007
39083	Austrian Airlines	Malaysia	2068	0	0	1461	0	0	2007
39083	Austrian Airlines	Singapore	1180	0	0	831	0	0	2007
39083	British Airways	Singapore	3021	74.4	0	2170	316.1	0	2007
39083	British Airways	Thailand	6013	47.7	0	4079	53.4	0	2007
39083	British Airways	UK	7443	274.8	35.6	9028	59.7	0	2007
39083	Cargolux Airlines Intl	Luxembourg	0	282.1	0	0	0	0	2007
39083	Cargolux Airlines Intl	New Zealand	0	0	0	0	163.5	0	2007
39083	Cargolux Airlines Intl	Singapore	0	0	0	0	0	0	2007
39083	Cargolux Airlines Intl	USA	0	0	0	0	61.8	0	2007
39083	Cathay Pacific Airways	Hong Kong	49836	2321.9	92.8	45110	2577.3	6.1	2007
39083	China Airlines	Taiwan	7275	105.1	20.7	6259	36.6	0	2007
39083	China Eastern Airlines	China	9894	158.4	6.6	7626	34.2	1.1	2007
39083	China Southern Airlines	China	7322	223.6	7.6	5761	13.6	2	2007
39083	Continental Micronesia	Guam	1063	0.2	0	1049	1.5	0	2007
39083	Emirates	New Zealand	27159	1332.4	15.1	25791	498.5	0	2007
39083	Emirates	Singapore	1903	136	23.1	1285	366	0	2007
39083	Emirates	Thailand	1123	34.6	0	1059	0.1	0	2007
39083	Emirates	United Arab Emirates	51132	1054.6	28	48591	1443.6	13.6	2007
39083	Eva Air	Taiwan	2694	109.1	2.8	1984	62.4	0	2007
39083	Federal Express Corporation	Philippines	0	0	0	0	266.2	0	2007
39083	Federal Express Corporation	USA	0	1040.2	0	0	0	0	2007
39083	Freedom Air International	New Zealand	21800	0	0	19703	0	0	2007
39083	Garuda Indonesia	Indonesia	14771	199.4	2.5	12593	156.7	6.3	2007
39083	Gulf Air	Bahrain	5418	97.7	8.4	5215	187.1	13.9	2007
39083	Gulf Air	Singapore	1670	96.8	1.3	1441	104.1	0	2007
39083	Hawaiian Airlines	USA	3000	3.8	2.7	2497	53.1	0	2007
39083	JALways	Japan	12492	122.6	84.5	11456	93	0	2007
39083	Japan Airlines	Japan	25813	303.6	41	21864	252	3.3	2007
39083	Jetstar	Indonesia	4826	88.2	0	4540	4.1	0	2007
39083	Jetstar	New Zealand	18366	18.6	0	17155	16	0	2007
39083	Jetstar	Singapore	4077	0	0	3514	0	0	2007
39083	Jetstar	Thailand	7275	104.5	0	6863	67.6	0	2007
39083	Jetstar	USA	5376	47	0	4322	46.5	0	2007
39083	Jetstar	Vietnam	3624	96.9	0	3069	10.3	0	2007
39083	Korean Air	Korea	15788	682	29	12478	483.5	1.7	2007
39083	Lan Chile	Chile	3030	151.2	0.2	3192	49	2.5	2007
39083	Lan Chile	New Zealand	2683	23.8	0	3350	32.9	0	2007
39083	Malaysia Airlines	Malaysia	58365	2889.1	9	50144	1624.6	0	2007
39083	Martinair Holland	Hong Kong	0	0	0	0	14.4	0	2007
39083	Martinair Holland	Japan	0	0	0	0	36.9	0	2007
39083	Martinair Holland	Netherlands	0	646.1	0	0	66.9	0	2007
39083	Martinair Holland	Thailand	0	0	0	0	0	0	2007
39083	Martinair Holland	United Arab Emirates	0	0	0	0	123.8	0	2007
39083	Merpati Nusantara Airlines	Indonesia	202	0	0	85	0	0	2007
39083	Pacific Air Express	Solomon Islands	0	0.3	0	0	46.6	0	2007
39083	Philippine Airlines	Philippines	3735	44.6	3.3	2911	18.6	0	2007
39083	Qantas Airways	Canada	1537	4.3	0	1548	30.2	8.9	2007
39083	Qantas Airways	China	7953	292	0	6621	129	2.3	2007
39083	Qantas Airways	Germany	3619	335.4	2	3911	5.5	37.3	2007
39083	Qantas Airways	Hong Kong	29608	1193.4	24.8	25367	1040.6	53.1	2007
39083	Qantas Airways	India	2963	33.9	0	2400	9.5	4.4	2007
39083	Qantas Airways	Indonesia	7377	82.6	1.7	6154	100.8	3.1	2007
39083	Qantas Airways	Japan	41530	524.3	64.8	39574	437.9	111.4	2007
39083	Qantas Airways	Korea	2008	30.2	0	2040	5	1.1	2007
39083	Qantas Airways	New Caledonia	2852	0.4	0.2	2204	9.1	1.4	2007
39083	Qantas Airways	New Zealand	60020	2184.2	4.6	58643	1672.4	161	2007
39083	Qantas Airways	Philippines	3813	71.4	5.5	3140	87	1.4	2007
39083	Qantas Airways	Qatar	0	0	0	0	102	0	2007
39083	Qantas Airways	Singapore	45815	1217.2	63.3	39331	1861.8	151.7	2007
39083	Qantas Airways	South Africa	6681	49.1	4.3	5811	12.3	12.1	2007
39083	Qantas Airways	Thailand	2318	92.5	8.3	2551	163	13.7	2007
39083	Qantas Airways	UK	24690	442.9	68.1	22134	80.9	144.9	2007
39083	Qantas Airways	United Arab Emirates	0	0	0	0	9.9	0	2007
39083	Qantas Airways	USA	49966	1922.5	305	45546	548.6	154.8	2007
39083	Royal Brunei Airlines	Brunei	8404	87.9	0	6320	228.2	0	2007
39083	Royal Brunei Airlines	New Zealand	1693	15.9	0	1261	18	0	2007
39083	Singapore Airlines	New Zealand	0	70.3	0	0	160.8	0	2007
39083	Singapore Airlines	Singapore	124028	3944.1	76.2	107002	4495.4	1.4	2007
39083	Solomon Airlines	Solomon Islands	1300	8.1	0	1651	7.7	0	2007
39083	South African Airways	South Africa	5512	49.1	2.6	4913	139.3	1.4	2007
39083	Thai Airways International	Thailand	48411	1301.5	99.2	41544	1110.3	2.5	2007
39083	Tiger Airways	Singapore	3011	0	0	2277	0	0	2007
39083	United Airlines	USA	24490	46.8	122	21706	458.3	7.4	2007
39083	United Parcel Service	Hong Kong	0	0	0	0	7.6	0	2007
39083	United Parcel Service	USA	0	619.8	0	0	0	0	2007
39083	Vietnam Airlines	Vietnam	9581	180.2	0	8192	13.4	0	2007
39083	Virgin Atlantic Airways	Hong Kong	4011	357.8	0	2638	166.1	0	2007
39083	Virgin Atlantic Airways	UK	4808	80	0	4785	47.7	0	2007
39083	Virgin Australia	Fiji	7197	8.1	0	5347	31.2	0	2007
39083	Virgin Australia	New Zealand	18636	28.3	0	18331	30.1	0	2007
39083	Virgin Australia	Tonga	1259	1.9	0	1014	1	0	2007
39083	Virgin Australia	Vanuatu	1528	0	0	1347	3.2	0	2007
39083	Virgin Samoa	Western Samoa	2007	1.8	0	1383	4.6	0	2007
39114	Aerolineas Argentinas	Argentina	2466	4.5	0.4	1884	23.2	0	2007
39114	Aerolineas Argentinas	New Zealand	1179	29.1	0	2051	56.4	0	2007
39114	Air Caledonie	New Caledonia	3640	1.9	0.5	5826	71.9	2.7	2007
39114	Air Canada	Canada	3632	0	0	3233	0	0	2007
39114	Air Canada	USA	1184	121.4	3.1	599	176	0.1	2007
39114	Air China	China	6289	95.7	5.9	4733	90.9	1.1	2007
39114	Air Mauritius	Mauritius	2229	37.6	0.1	1490	55.8	0	2007
39114	Air Nauru	Marshall Islands	0	0	0	28	1.8	0	2007
39114	Air Nauru	Nauru	158	0.2	0	134	5.7	0.6	2007
39114	Air Nauru	Solomon Islands	83	0	0	90	0.2	0	2007
39114	Air New Zealand	China	0	0	0	0	4.7	0	2007
39114	Air New Zealand	Germany	0	0	0	0	0	0	2007
39114	Air New Zealand	New Zealand	74566	1737.9	175.4	80663	1365.6	5.3	2007
39114	Air New Zealand	USA	330	324.9	1.1	258	3.1	0	2007
39114	Air Niugini	Papua New Guinea	4572	33.8	1.2	4645	192.4	23.9	2007
39114	Air Pacific	Fiji	9430	262.5	0	9348	274.9	13.1	2007
39114	Air Tahiti Nui	Tahiti	1782	68.1	0	1473	61.4	0	2007
39114	Air Vanuatu	Vanuatu	2209	16	1.7	2259	28.9	5.1	2007
39114	Airlines PNG	Papua New Guinea	959	1.9	0	965	18.9	0	2007
39114	Asian Express Airlines	New Zealand	0	300.9	0	0	287.4	0	2007
39114	Asiana Airlines	Korea	7620	198.9	14.8	6758	132.9	0	2007
39114	Austrian Airlines	Austria	6720	0	0	6787	0	0	2007
39114	Austrian Airlines	Malaysia	1933	0	0	1551	0	0	2007
39114	Austrian Airlines	Singapore	1102	0	0	770	0	0	2007
39114	British Airways	Singapore	2555	86.7	0	1945	206.6	0	2007
39114	British Airways	Thailand	4619	37.8	0	3224	57.6	0	2007
39114	British Airways	UK	7470	325.6	37.9	6756	108	0	2007
39114	Cargolux Airlines Intl	Luxembourg	0	327.8	0	0	13.8	0	2007
39114	Cargolux Airlines Intl	New Zealand	0	0	0	0	213.3	0	2007
39114	Cargolux Airlines Intl	Singapore	0	0	0	0	0	0	2007
39114	Cargolux Airlines Intl	USA	0	0	0	0	109.4	0	2007
39114	Cathay Pacific Airways	Hong Kong	45086	2381	79.8	34724	2711	19.8	2007
39114	China Airlines	Taiwan	6508	90.2	6.9	5148	43.9	0	2007
39114	China Eastern Airlines	China	12385	125.5	7	7824	64.5	0.7	2007
39114	China Southern Airlines	China	6473	167.2	7.4	4416	10.8	1.3	2007
39114	Continental Micronesia	Guam	925	0.2	0	937	2	0	2007
39114	Emirates	New Zealand	19927	1238.8	5.7	19093	664.8	0	2007
39114	Emirates	Singapore	3070	125	21.8	2101	378	6.6	2007
39114	Emirates	Thailand	1622	49	0	1245	3.8	0	2007
39114	Emirates	United Arab Emirates	39392	1262.9	40.2	31773	1396.5	0.4	2007
39114	Eva Air	Taiwan	2503	112.3	2	1796	79.5	0	2007
39114	Federal Express Corporation	Philippines	0	0	0	0	189.4	0	2007
39114	Federal Express Corporation	USA	0	1077.9	0	0	0	0	2007
39114	Freedom Air International	New Zealand	14237	0	0	15282	0	0	2007
39114	Garuda Indonesia	Indonesia	11163	195.1	2.2	8905	107	0.3	2007
39114	Gulf Air	Bahrain	4272	95.2	8	2516	157.3	13.1	2007
39114	Gulf Air	Singapore	1591	107.2	0.3	1197	90.2	0	2007
39114	Hawaiian Airlines	USA	2536	4.3	2.9	2033	52.4	0	2007
39114	JALways	Japan	11057	133	83.6	10002	82	0	2007
39114	Japan Airlines	Japan	22437	303.1	40	20881	227.1	3.3	2007
39114	Jetstar	Indonesia	4294	100.5	0	3934	1.8	0	2007
39114	Jetstar	New Zealand	13623	19.6	0	14874	20.8	0	2007
39114	Jetstar	Singapore	3560	0	0	3241	0	0	2007
39114	Jetstar	Thailand	6430	112.6	0	4914	90.8	0	2007
39114	Jetstar	USA	3538	74.3	0	3520	70.2	0	2007
39114	Jetstar	Vietnam	3035	70.7	0	2317	56.5	0	2007
39114	Korean Air	Korea	13366	759.1	40.7	10561	588.3	4.5	2007
39114	Lan Chile	Chile	3176	149	0.3	2750	64	2.6	2007
39114	Lan Chile	New Zealand	1571	31.5	0	3032	16.7	0	2007
39114	Malaysia Airlines	Malaysia	51443	3022.7	11.2	38827	1426.2	0	2007
39114	Martinair Holland	Hong Kong	0	0	0	0	84.4	0	2007
39114	Martinair Holland	Netherlands	0	629	0	0	126.1	0	2007
39114	Martinair Holland	Thailand	0	0	0	0	4.8	0	2007
39114	Martinair Holland	United Arab Emirates	0	0	0	0	46.1	0	2007
39114	Merpati Nusantara Airlines	Indonesia	47	0	0	87	0	0	2007
39114	Pacific Air Express	Solomon Islands	0	3.3	0	0	64.9	0	2007
39114	Philippine Airlines	Philippines	3573	57.1	4	2775	41.7	0	2007
39114	Qantas Airways	China	7387	263.1	0	6163	79.4	2.4	2007
39114	Qantas Airways	Germany	3545	401.7	1.8	3093	6.9	33.2	2007
39114	Qantas Airways	Hong Kong	27404	858.4	25.3	22356	954.6	47.8	2007
39114	Qantas Airways	India	2667	16.9	0	2288	18.9	4	2007
39114	Qantas Airways	Indonesia	5795	44.3	2	4169	70.2	2.6	2007
39114	Qantas Airways	Japan	38437	665.4	61.2	35337	506.4	94.1	2007
39114	Qantas Airways	Kenya	0	99.4	0	0	0	0	2007
39114	Qantas Airways	New Caledonia	1503	0.3	0.3	2557	16.6	1.4	2007
39114	Qantas Airways	New Zealand	49803	2021.2	4.8	53053	1857.7	185.2	2007
39114	Qantas Airways	Philippines	3180	43.2	4	2639	50.5	1.7	2007
39114	Qantas Airways	Singapore	38922	1237.3	62.6	30843	1694.2	142.9	2007
39114	Qantas Airways	South Africa	5791	79.6	4.2	4564	207.7	12.7	2007
39114	Qantas Airways	Thailand	3659	113.4	7.2	3635	126.7	13.5	2007
39114	Qantas Airways	UK	19752	456.8	65.3	16170	99.2	137.2	2007
39114	Qantas Airways	United Arab Emirates	0	0	0	0	43.4	0	2007
39114	Qantas Airways	USA	43107	1986.1	306.6	35896	666.4	168.7	2007
39114	Royal Brunei Airlines	Brunei	6483	99	0.1	3844	211.9	0	2007
39114	Royal Brunei Airlines	New Zealand	985	9.3	0	916	17.6	0	2007
39114	Singapore Airlines	New Zealand	0	36.1	0	0	179.4	0	2007
39114	Singapore Airlines	Singapore	110901	4194.5	77.2	90527	4616.6	1.7	2007
39114	Solomon Airlines	Solomon Islands	1176	10.7	0	961	12.5	0	2007
39114	South African Airways	South Africa	4601	68	3.3	2915	149.4	1.4	2007
39114	Thai Airways International	Thailand	41795	1368	92.4	30631	1187.5	6.3	2007
39114	Tiger Airways	Singapore	2366	0	0	1655	0	0	2007
39114	United Airlines	USA	20359	35.5	141.6	17047	502.2	14.2	2007
39114	United Parcel Service	Hong Kong	0	0	0	0	3.2	0	2007
39114	United Parcel Service	USA	0	807	0	0	0	0	2007
39114	Vietnam Airlines	Vietnam	7942	120	0	6576	40.8	0	2007
39114	Virgin Atlantic Airways	Hong Kong	4822	365.4	0	3277	151.7	0	2007
39114	Virgin Atlantic Airways	UK	2481	76.9	0	2808	69.9	0	2007
39114	Virgin Australia	Fiji	4092	9.4	0	4078	19.8	0	2007
39114	Virgin Australia	New Zealand	14666	57.5	0	16881	47.8	0	2007
39114	Virgin Australia	Tonga	686	4.9	0	535	0.6	0	2007
39114	Virgin Australia	Vanuatu	1109	0	0	1107	4.1	0	2007
39114	Virgin Samoa	Western Samoa	1255	2.8	0	910	3.4	0	2007
39142	Aerolineas Argentinas	Argentina	1995	8.6	0.3	1999	10.9	0	2007
39142	Aerolineas Argentinas	New Zealand	1488	38.4	0	1561	55.3	0	2007
39142	Air Caledonie	New Caledonia	3604	2.1	0.5	3856	68.8	1.3	2007
39142	Air Canada	Canada	3461	0	0	3872	0	0	2007
39142	Air Canada	USA	858	141.1	3	866	180.3	0.1	2007
39142	Air China	China	6841	130.2	7.5	5817	124.4	1.5	2007
39142	Air Mauritius	Mauritius	2241	68.9	0.2	2355	90.2	0	2007
39142	Air Nauru	Marshall Islands	0	0	0	33	1	0	2007
39142	Air Nauru	Nauru	261	0.6	0.1	202	9.4	1.2	2007
39142	Air Nauru	Solomon Islands	89	0.1	0	51	0.1	0	2007
39142	Air New Zealand	China	0	0	0	0	8.6	0	2007
39142	Air New Zealand	Cook Islands	9	0	0	16	0	0	2007
39142	Air New Zealand	Germany	0	0	0	0	8	0	2007
39142	Air New Zealand	New Zealand	89268	1916.3	181.6	82110	1489.4	2.8	2007
39142	Air New Zealand	USA	490	463.5	0.3	564	12.3	0	2007
39142	Air Niugini	Papua New Guinea	5452	59.4	1.8	5345	208.6	26.9	2007
39142	Air Pacific	Fiji	11974	254.9	0	13109	302	15	2007
39142	Air Tahiti Nui	Tahiti	2070	60	0	2130	49.8	0	2007
39142	Air Vanuatu	Vanuatu	2798	13.1	3.4	2902	32.4	5.3	2007
39142	Airlines PNG	Papua New Guinea	1096	2.1	0	1008	23.2	0	2007
39142	Asian Express Airlines	New Zealand	0	333.5	0	0	358.3	0	2007
39142	Asiana Airlines	Korea	7632	213.1	26.7	7672	122.7	0	2007
39142	Austrian Airlines	Austria	3416	0	0	5541	0	0	2007
39142	Austrian Airlines	Malaysia	1299	0	0	840	0	0	2007
39142	Austrian Airlines	Singapore	494	0	0	322	0	0	2007
39142	British Airways	Singapore	2839	105.9	0	2559	239.6	0	2007
39142	British Airways	Thailand	4416	59.3	0	4116	57.5	0	2007
39142	British Airways	UK	8169	373.5	42.6	8801	82.3	0	2007
39142	Cargolux Airlines Intl	Luxembourg	0	360.5	0	0	7.7	0	2007
39142	Cargolux Airlines Intl	New Zealand	0	0	0	0	350	0	2007
39142	Cargolux Airlines Intl	Singapore	0	0	0	0	0	0	2007
39142	Cargolux Airlines Intl	USA	0	0	0	0	77.6	0	2007
39142	Cathay Pacific Airways	Hong Kong	43747	2923.8	103.3	44574	2506.6	26.9	2007
39142	China Airlines	Taiwan	6516	149	7.7	6511	32.3	0	2007
39142	China Eastern Airlines	China	7118	72.7	7.6	6263	29.7	1.2	2007
39142	China Southern Airlines	China	5925	221.4	12	5338	16.7	2.1	2007
39142	Continental Micronesia	Guam	993	0.3	0	945	1.2	0	2007
39142	Emirates	New Zealand	24445	1324.2	2	20226	837.3	0	2007
39142	Emirates	Singapore	3334	149.4	21.7	2595	339	0	2007
39142	Emirates	Thailand	1362	31.9	0	1559	0	0	2007
39142	Emirates	United Arab Emirates	36262	1361.4	60.7	44130	1537.7	1.6	2007
39142	Etihad Airways	United Arab Emirates	379	7.1	0	634	25	0	2007
39142	Eva Air	Taiwan	2768	128.7	3.4	2838	72.4	0	2007
39142	Federal Express Corporation	Philippines	0	0	0	0	164.2	0	2007
39142	Federal Express Corporation	USA	0	1105.4	0	0	0	0	2007
39142	Freedom Air International	New Zealand	16309	0	0	15257	0	0	2007
39142	Garuda Indonesia	Indonesia	11039	215	3.9	12078	132.1	0.2	2007
39142	Gulf Air	Bahrain	2596	81.4	6.3	3154	159.6	12.8	2007
39142	Gulf Air	Singapore	607	77.7	0	769	46.9	0	2007
39142	Hawaiian Airlines	USA	2838	4.6	5.6	2921	61.7	0	2007
39142	JALways	Japan	8751	187.2	93.4	9510	153.6	0.1	2007
39142	Japan Airlines	Japan	17081	336.8	38.2	18033	246.2	3	2007
39142	Jetstar	Indonesia	4248	107.9	0	4725	8.4	0	2007
39142	Jetstar	Japan	1188	35.2	0	1164	26.7	0	2007
39142	Jetstar	New Zealand	15963	21.5	0	14058	21.2	0	2007
39142	Jetstar	Singapore	3763	0	0	3992	0	0	2007
39142	Jetstar	Thailand	5254	146.2	0	5167	68.5	0	2007
39142	Jetstar	USA	3997	103.6	0	4853	58.9	0	2007
39142	Jetstar	Vietnam	2949	127.6	0	2407	96.2	0	2007
39142	Korean Air	Korea	11668	958.5	43.2	12867	719.4	3	2007
39142	Lan Chile	Chile	3372	207.7	0	3473	71.3	2.6	2007
39142	Lan Chile	New Zealand	1859	32.5	0	2436	55	0	2007
39142	Malaysia Airlines	Malaysia	48894	3843.8	15.1	48114	1721	0	2007
39142	Martinair Holland	Hong Kong	0	0	0	0	6.6	0	2007
39142	Martinair Holland	Netherlands	0	604.9	0	0	134	0	2007
39142	Martinair Holland	Thailand	0	0	0	0	0	0	2007
39142	Martinair Holland	United Arab Emirates	0	0	0	0	5.3	0	2007
39142	Merpati Nusantara Airlines	Indonesia	81	0	0	114	0	0	2007
39142	Pacific Air Express	Solomon Islands	0	1	0	0	65.9	0	2007
39142	Philippine Airlines	Philippines	3356	75	4.5	3388	45.2	0	2007
39142	Qantas Airways	China	6766	491.2	0	6839	73.7	2.6	2007
39142	Qantas Airways	Germany	3855	461.6	2	4258	15.3	39.9	2007
39142	Qantas Airways	Hong Kong	23363	1305.6	29.9	25947	671.6	55.7	2007
39142	Qantas Airways	India	2658	21.1	0	2196	30.9	4.6	2007
39142	Qantas Airways	Indonesia	5662	49.5	2.3	5608	56.2	3.4	2007
39142	Qantas Airways	Italy	0	0	0	0	104.7	0	2007
39142	Qantas Airways	Japan	38208	681.4	66.7	41782	541.2	100.8	2007
39142	Qantas Airways	Malaysia	0	0	0	0	0	0	2007
39142	Qantas Airways	New Caledonia	2374	0.3	0.2	2563	17.7	1.8	2007
39142	Qantas Airways	New Zealand	58114	1658.3	6	56887	2004.4	238.6	2007
39142	Qantas Airways	Philippines	3387	78	4.5	3482	64.1	2.3	2007
39142	Qantas Airways	Singapore	40166	1501.1	75.2	38143	1880.7	164.6	2007
39142	Qantas Airways	South Africa	6619	88.5	3.9	6123	19.9	15.6	2007
39142	Qantas Airways	Thailand	3798	116.3	7.7	4200	100.8	15	2007
39142	Qantas Airways	UK	21089	508.3	74	22563	131.7	164.8	2007
39142	Qantas Airways	United Arab Emirates	0	0	0	0	35.5	0	2007
39142	Qantas Airways	USA	43564	2591.4	277.3	47830	683.7	192.1	2007
39142	Royal Brunei Airlines	Brunei	4903	120.3	0.1	4943	203.4	0	2007
39142	Royal Brunei Airlines	New Zealand	1041	20.4	0	666	16.6	0	2007
39142	Singapore Airlines	New Zealand	0	0	0	0	269.2	0	2007
39142	Singapore Airlines	Singapore	108713	5187.6	126.4	105658	4504.5	1.8	2007
39142	Solomon Airlines	Solomon Islands	1258	11.9	0	1478	21.3	0	2007
39142	South African Airways	South Africa	4784	78.3	5.3	3932	196.8	1.6	2007
39142	Thai Airways International	Thailand	37719	1777.8	124.5	40260	1193.1	5.4	2007
39142	Tiger Airways	Singapore	2256	0	0	2590	0	0	2007
39142	United Airlines	USA	18227	82.1	203.8	20721	589.7	8	2007
39142	United Parcel Service	Hong Kong	0	0	0	0	4.3	0	2007
39142	United Parcel Service	USA	0	929	0	0	0	0	2007
39142	Vietnam Airlines	Vietnam	8596	212.4	0	7441	40.2	0	2007
39142	Virgin Atlantic Airways	Hong Kong	3609	513.2	0	3172	239.6	0	2007
39142	Virgin Atlantic Airways	UK	2751	50.7	0	3907	48.6	0	2007
39142	Virgin Australia	Fiji	4578	19.3	0	4952	31	0	2007
39142	Virgin Australia	New Zealand	17080	51.9	0	16279	44.8	0	2007
39142	Virgin Australia	Tonga	640	3.4	0	546	1.6	0	2007
39142	Virgin Australia	Vanuatu	1252	0	0	1269	7.7	0	2007
39142	Virgin Samoa	Western Samoa	1292	0.9	0	1243	3	0	2007
39173	Aerolineas Argentinas	Argentina	1688	2.8	0.4	1464	9.8	0	2007
39173	Aerolineas Argentinas	New Zealand	1233	32.3	0	1523	60.2	0	2007
39173	Air Caledonie	New Caledonia	2974	7.1	0.5	2968	52.3	3.1	2007
39173	Air Canada	Canada	2548	0	0	4311	0	0	2007
39173	Air Canada	USA	962	154.3	2.7	964	192.7	0	2007
39173	Air China	China	6196	153.3	7.3	5000	118.7	1.4	2007
39173	Air Mauritius	Mauritius	2595	35.8	0.2	2410	79.2	0	2007
39173	Air Nauru	Marshall Islands	0	0	0	29	1	0	2007
39173	Air Nauru	Nauru	186	0.1	0.1	246	9.1	0.2	2007
39173	Air Nauru	Solomon Islands	162	0	0	110	8.1	0	2007
39173	Air New Zealand	China	0	0	0	0	49.1	0	2007
39173	Air New Zealand	Cook Islands	68	0	0	46	0	0	2007
39173	Air New Zealand	Germany	0	3	0	0	0	0	2007
39173	Air New Zealand	New Zealand	90423	1652.9	193.5	84639	1334.6	2.7	2007
39173	Air New Zealand	USA	703	463.1	4.7	1219	17.9	0	2007
39173	Air Niugini	Papua New Guinea	5797	43.6	1.2	6111	169.6	24.3	2007
39173	Air Pacific	Fiji	14875	283.3	0	15237	278.8	14.7	2007
39173	Air Tahiti Nui	Tahiti	1691	65.5	0	2135	50.6	0	2007
39173	Air Vanuatu	Vanuatu	3218	14.3	0	3195	28.5	1.1	2007
39173	Airlines PNG	Papua New Guinea	1241	2.3	0	1296	19.3	0	2007
39173	Asian Express Airlines	New Zealand	0	247.3	0	0	242.2	0	2007
39173	Asiana Airlines	Korea	6665	224.6	24.9	6477	114.2	0	2007
39173	British Airways	Singapore	2314	130.9	0	2361	213.9	0	2007
39173	British Airways	Thailand	5008	40.2	0	4506	43.7	0	2007
39173	British Airways	UK	6529	390.6	64.4	9363	75.3	0	2007
39173	Cargolux Airlines Intl	Luxembourg	0	355.2	0	0	5.3	0	2007
39173	Cargolux Airlines Intl	New Zealand	0	0	0	0	239.5	0	2007
39173	Cargolux Airlines Intl	Singapore	0	0	0	0	0	0	2007
39173	Cargolux Airlines Intl	USA	0	0	0	0	87.2	0	2007
39173	Cathay Pacific Airways	Hong Kong	44589	2810.9	103.4	45452	2001.4	26.6	2007
39173	China Airlines	Taiwan	6719	129.9	14.5	7084	33.6	0	2007
39173	China Eastern Airlines	China	6347	87.1	12.9	4965	52	1.4	2007
39173	China Southern Airlines	China	5977	285.5	12	4612	17.2	1.9	2007
39173	Continental Micronesia	Guam	836	0.4	0	889	2.3	0	2007
39173	Emirates	New Zealand	24480	1080.6	3.5	23505	893.8	0	2007
39173	Emirates	Singapore	2671	158.3	22.8	2719	339.4	0	2007
39173	Emirates	Thailand	1321	48.1	0	1037	15.7	0	2007
39173	Emirates	United Arab Emirates	31883	1527.7	80.9	47100	1349.4	0.4	2007
39173	Etihad Airways	United Arab Emirates	1457	49.1	0.6	2681	99.2	0	2007
39173	Eva Air	Taiwan	2812	127.9	2.3	2556	56.6	0	2007
39173	Federal Express Corporation	Philippines	0	0	0	0	146.4	0	2007
39173	Federal Express Corporation	USA	0	937.8	0	0	0	0	2007
39173	Freedom Air International	New Zealand	15138	0	0	14679	0	0	2007
39173	Garuda Indonesia	Indonesia	13587	198.7	2.4	13129	121.4	0.1	2007
39173	Gulf Air	Bahrain	2070	96.1	5.5	2681	83.1	11.8	2007
39173	Gulf Air	Singapore	540	56.7	0	530	35	0	2007
39173	Hawaiian Airlines	USA	2814	6	1.9	2761	45.2	0	2007
39173	JALways	Japan	7887	201.9	94.3	7272	149.9	0	2007
39173	Japan Airlines	Japan	9055	209.6	19.3	8735	211.2	0	2007
39173	Jetstar	Indonesia	4056	104.1	0	4245	1.2	0	2007
39173	Jetstar	Japan	5524	132.7	0	5535	137	0	2007
39173	Jetstar	New Zealand	15581	14.9	0	14439	13.8	0	2007
39173	Jetstar	Singapore	3322	0	0	4297	0	0	2007
39173	Jetstar	Thailand	5815	191.3	0	6148	38.7	0	2007
39173	Jetstar	USA	3087	54.8	0	3594	71.3	0	2007
39173	Jetstar	Vietnam	2388	120.7	0	2442	77.1	0	2007
39173	Korean Air	Korea	11911	956.8	44.8	11677	613.7	2	2007
39173	Lan Chile	Chile	3130	209.5	0.4	2949	103.5	3.2	2007
39173	Lan Chile	New Zealand	2266	46.3	0	2836	40.9	0	2007
39173	Malaysia Airlines	Malaysia	43108	3900.1	1.4	47550	1268.1	0	2007
39173	Martinair Holland	Hong Kong	0	0	0	0	23.6	0	2007
39173	Martinair Holland	Netherlands	0	645.4	0	0	85.1	0	2007
39173	Merpati Nusantara Airlines	Indonesia	98	0	0	108	0	0	2007
39173	Pacific Air Express	Solomon Islands	0	1.9	0	0	114.6	0	2007
39173	Philippine Airlines	Philippines	3499	85.4	3.2	3260	15.8	0	2007
39173	Qantas Airways	China	7016	535.2	0	6829	90.1	1.2	2007
39173	Qantas Airways	Germany	3369	426.7	3.3	4198	65.3	33.9	2007
39173	Qantas Airways	Hong Kong	25768	1381	20.5	25786	497.7	48.5	2007
39173	Qantas Airways	India	2932	27.3	0	2446	31.6	3.7	2007
39173	Qantas Airways	Indonesia	5713	45.8	2.1	6518	65.2	3	2007
39173	Qantas Airways	Japan	30343	520.5	67.2	30533	432.1	95	2007
39173	Qantas Airways	New Caledonia	2167	0.8	0.3	2061	15.4	1.4	2007
39173	Qantas Airways	New Zealand	56956	1516	4.4	55653	1851.4	177	2007
39173	Qantas Airways	Philippines	3313	73.6	3.9	3408	38.4	1.3	2007
39173	Qantas Airways	Singapore	39267	1463.3	82.4	40553	1639.6	142.7	2007
39173	Qantas Airways	South Africa	6224	148.8	4.1	6336	25.5	13.6	2007
39173	Qantas Airways	Thailand	3439	251.6	7.1	3741	60.4	11.7	2007
39173	Qantas Airways	UK	17382	396.2	59.3	23306	120.7	130.8	2007
39173	Qantas Airways	United Arab Emirates	0	0	0	0	43.9	0	2007
