Month	ScheduledOperator	CountryToFrom	PassengersIn	FreightIn	MailIn	PassengersOut	FreightOut	MailOut	Year
38169	Qantas Airways	USA	49121	1074.7	141.2	46456	598.6	169.9	2004
38169	Royal Brunei Airlines	Brunei	5330	78.2	0	4534	94.4	0	2004
38169	Royal Brunei Airlines	New Zealand	2412	31.5	0	2163	130	0	2004
38169	Singapore Airlines	Indonesia	0	0	0	0	32	0	2004
38169	Singapore Airlines	New Zealand	0	0	0	0	380.9	0	2004
38169	Singapore Airlines	Singapore	97497	4453.2	128.5	78546	3679	2.2	2004
38169	Solomon Airlines	Solomon Islands	1047	18.8	0	1088	3	0	2004
38169	South African Airways	South Africa	4430	103.7	2.2	3631	193.3	2.4	2004
38169	Thai Airways International	New Zealand	3213	221.6	0	3373	407.1	0	2004
38169	Thai Airways International	Thailand	30267	1030.7	106.5	26179	770.1	0	2004
38169	United Airlines	USA	20628	20.2	135.8	18929	459.1	6	2004
38169	United Parcel Service	Hong Kong	0	0	0	0	30.5	0	2004
38169	United Parcel Service	Taiwan	0	0	0	0	1.4	0	2004
38169	United Parcel Service	USA	0	464.6	0	0	0	0	2004
38169	Vietnam Airlines	Vietnam	3860	76.1	0	6421	41.9	0	2004
38169	Virgin Australia	New Zealand	16793	0	0	16558	0	0	2004
38169	Virgin Samoa	New Zealand	80	0.6	0	36	4	0.5	2004
38169	Virgin Samoa	Tonga	305	3.4	0	204	1.2	1	2004
38169	Virgin Samoa	Western Samoa	488	2	0.1	540	0	0	2004
38200	Aerolineas Argentinas	Argentina	1180	12.7	0.5	1076	17.1	0	2004
38200	Aerolineas Argentinas	New Zealand	123	35.1	0	165	48.1	0	2004
38200	Air Caledonie	New Caledonia	3425	15.7	0.7	2823	37.1	1	2004
38200	Air Canada	Canada	3476	0.1	0.1	4507	0.4	0	2004
38200	Air Canada	USA	1051	192.2	19.8	757	181.1	0.6	2004
38200	Air China	China	5836	63.7	4.6	6654	68	0	2004
38200	Air Mauritius	Mauritius	1588	27.9	0.1	1838	39.5	0	2004
38200	Air Nauru	Nauru	360	0.9	0	315	16	0	2004
38200	Air Nauru	Solomon Islands	236	0	0	150	0.1	0	2004
38200	Air New Zealand	New Zealand	65519	1101.2	129.6	66808	1113.2	9	2004
38200	Air Niugini	Papua New Guinea	5705	235.3	1.8	5572	269.3	19	2004
38200	Air Pacific	Fiji	17487	443.6	1.5	18136	350.7	14.4	2004
38200	Air Paradise International	Indonesia	9564	57.7	0	9706	32.4	0	2004
38200	Air Vanuatu	Vanuatu	3020	10.5	2.5	2661	24.4	4.8	2004
38200	Asian Express Airlines	New Zealand	0	320	0	0	397.2	0	2004
38200	Asiana Airlines	Korea	5023	269.4	16.6	6231	70.6	0	2004
38200	Australian Airlines	Hong Kong	2203	61.4	0	2837	160.4	0	2004
38200	Australian Airlines	Indonesia	4510	25	0	4752	10.5	0.1	2004
38200	Australian Airlines	Japan	14310	146.8	3.8	15474	355.9	0	2004
38200	Australian Airlines	Malaysia	1379	0.3	0	1471	21.7	0	2004
38200	Australian Airlines	Singapore	3687	125.2	0.2	5668	69.8	2.7	2004
38200	British Airways	Singapore	5889	162.1	0	5381	226.9	0	2004
38200	British Airways	Thailand	5455	156.5	0	6599	53.8	0	2004
38200	British Airways	UK	11022	649.3	0	11395	95.1	0	2004
38200	Cargolux Airlines Intl	Luxembourg	0	429.2	0	0	0	0	2004
38200	Cargolux Airlines Intl	Malaysia	0	0	0	0	0	0	2004
38200	Cargolux Airlines Intl	New Zealand	0	0	0	0	393.1	0	2004
38200	Cathay Pacific Airways	Hong Kong	25827	3187.7	25	28197	1685	9.9	2004
38200	China Airlines	Taiwan	5374	184.8	5.8	5991	55.8	0	2004
38200	China Eastern Airlines	China	5450	388.5	0	6113	42.7	0.7	2004
38200	China Southern Airlines	China	2383	99.6	3.3	2168	7.5	0	2004
38200	Continental Micronesia	Guam	1122	0	0	1130	3.9	0	2004
38200	Emirates	New Zealand	10217	924.1	0	10406	1062.2	0	2004
38200	Emirates	Singapore	1945	144.9	4	1637	313	0	2004
38200	Emirates	United Arab Emirates	26316	799.7	18.7	31215	697.4	0.6	2004
38200	Eva Air	Taiwan	3124	163.8	4.1	3515	102.1	0	2004
38200	Federal Express Corporation	Philippines	0	0	0	0	500.2	0	2004
38200	Federal Express Corporation	USA	0	1258.3	4.3	0	0	0	2004
38200	Freedom Air International	New Zealand	21418	0	0	21337	0	0	2004
38200	Garuda Indonesia	Indonesia	15221	352	1	15350	239.7	0	2004
38200	Garuda Indonesia	New Zealand	438	75.1	0	296	20.9	0	2004
38200	Gulf Air	Bahrain	5304	116.2	7.7	4961	37.7	8.9	2004
38200	Gulf Air	Singapore	515	151	0	755	67.7	0	2004
38200	Hawaiian Airlines	USA	2004	20.7	0.3	2487	21.2	0	2004
38200	Japan Airlines	Japan	30310	782.6	75.8	36604	918.6	4.1	2004
38200	Korean Air	Korea	10184	1273	30.5	12220	643.8	1.3	2004
38200	Lan Chile	Chile	1304	66.6	0	1474	43.6	2.6	2004
38200	Lan Chile	New Zealand	675	14.8	0	1036	2.8	0	2004
38200	Lauda Air	Austria	8740	0	0	8787	0	0	2004
38200	Lauda Air	Malaysia	689	0	0	674	0	0	2004
38200	Lauda Air	Singapore	185	0	0	323	0	0	2004
38200	Lufthansa German Airlines	Germany	0	271.6	0	0	104.1	0	2004
38200	Lufthansa German Airlines	Malaysia	0	0	0	0	12.5	0	2004
38200	Lufthansa German Airlines	New Zealand	0	249.2	0	0	1.7	0	2004
38200	Lufthansa German Airlines	Thailand	0	0	0	0	2.6	0	2004
38200	Lufthansa German Airlines	United Arab Emirates	0	0	0	0	0	0	2004
38200	Lufthansa German Airlines	USA	0	403.4	0	0	135	0	2004
38200	Malaysia Airlines	Malaysia	36303	3093.1	5.2	37103	878	0	2004
38200	Martinair Holland	Hong Kong	0	0	0	0	50.5	0	2004
38200	Martinair Holland	Netherlands	0	837.2	0	0	90.2	0	2004
38200	Martinair Holland	Thailand	0	0	0	0	32.5	0	2004
38200	Martinair Holland	United Arab Emirates	0	0	0	0	5.7	0	2004
38200	Merpati Nusantara Airlines	Indonesia	104	0	0	118	0	0	2004
38200	Norfolk Jet Express	New Zealand	0	0	0	0	0	0	2004
38200	Philippine Airlines	Philippines	2428	112.8	0	2448	68.6	0	2004
38200	Polar Air Cargo	USA	0	0	0	0	0	0	2004
38200	Qantas Airways	China	0	50.2	0	0	6.5	0	2004
38200	Qantas Airways	France	613	35.2	0	822	0	0.6	2004
38200	Qantas Airways	Germany	3126	193.1	3.1	3538	9.3	33.3	2004
38200	Qantas Airways	Greece	314	0	0	0	0	0	2004
38200	Qantas Airways	Hong Kong	18808	1388	14.5	24547	451.8	63.6	2004
38200	Qantas Airways	Indonesia	5424	63.9	0.6	5722	136.7	4.8	2004
38200	Qantas Airways	Japan	24831	540	69	20214	788.7	114.7	2004
38200	Qantas Airways	New Caledonia	2056	0.9	0.5	1663	17.7	2	2004
38200	Qantas Airways	New Zealand	69588	1992.9	5.5	74017	2094.1	152.5	2004
38200	Qantas Airways	Philippines	3041	96	2.5	2682	45.6	2.4	2004
38200	Qantas Airways	Singapore	36528	1186.6	83.7	37962	1831.6	154.3	2004
38200	Qantas Airways	South Africa	4512	170.9	3.4	4214	63.3	8	2004
38200	Qantas Airways	Thailand	4174	93.6	9.9	3720	27.3	19.9	2004
38200	Qantas Airways	UK	10871	528.6	90.6	14689	68.8	145.2	2004
38200	Qantas Airways	USA	36530	1685.9	177	43399	577.1	158.9	2004
38200	Royal Brunei Airlines	Brunei	4190	64.3	0	4709	114.9	0	2004
38200	Royal Brunei Airlines	New Zealand	2002	19.9	0	1904	112.3	0	2004
38200	Singapore Airlines	Indonesia	0	0	0	0	5.1	0	2004
38200	Singapore Airlines	New Zealand	0	8.1	0	0	378.5	0	2004
38200	Singapore Airlines	Singapore	78615	4808.9	149	82228	3375.1	2.5	2004
38200	Solomon Airlines	Solomon Islands	785	21.3	0	900	5.4	0	2004
38200	South African Airways	South Africa	3784	110.7	2.9	3311	190.4	1.4	2004
38200	Thai Airways International	New Zealand	3702	239	0	2938	374.6	0	2004
38200	Thai Airways International	Thailand	25176	1083.1	96.3	25753	722.8	0.1	2004
38200	United Airlines	USA	17863	91.9	125.1	19393	447.1	9.4	2004
38200	United Parcel Service	Hong Kong	0	0	0	0	47.3	0	2004
38200	United Parcel Service	Taiwan	0	0	0	0	2.2	0	2004
38200	United Parcel Service	USA	0	369.5	0	0	0	0	2004
38200	Vietnam Airlines	Vietnam	2594	75.8	0	6023	31	0	2004
38200	Virgin Australia	New Zealand	14709	0	0	15628	0	0	2004
38200	Virgin Samoa	New Zealand	73	0	0	68	0	0.4	2004
38200	Virgin Samoa	Tonga	247	1.4	0	190	2.9	0.5	2004
38200	Virgin Samoa	Western Samoa	568	16.5	0	438	1.7	0.5	2004
38231	Aerolineas Argentinas	Argentina	1106	16.7	0.2	1453	15.5	0	2004
38231	Aerolineas Argentinas	New Zealand	303	32.6	0	226	38.2	0	2004
38231	Air Caledonie	New Caledonia	3512	3.1	0.4	3400	52.7	1.2	2004
38231	Air Canada	Canada	4059	4.8	1.3	3815	5.5	0	2004
38231	Air Canada	USA	1334	175.4	19.6	672	242.3	0.3	2004
38231	Air China	China	5245	64.7	6	6739	65.4	0	2004
38231	Air Mauritius	Mauritius	1570	32.6	0.1	1646	39.5	0	2004
38231	Air Nauru	Nauru	312	0.4	0	374	18.8	0	2004
38231	Air Nauru	Solomon Islands	216	0	0	212	0	0	2004
38231	Air New Zealand	New Zealand	66293	1049.8	128.5	69368	1143.7	8.4	2004
38231	Air Niugini	Papua New Guinea	5336	143.3	2.3	5804	238	19.8	2004
38231	Air Pacific	Fiji	18571	278.5	1.7	18962	343.1	14.8	2004
38231	Air Paradise International	Indonesia	9097	58.3	0	9158	24.7	0	2004
38231	Air Vanuatu	Vanuatu	2741	10.6	2.6	3019	25.9	4.3	2004
38231	Asian Express Airlines	New Zealand	0	399.1	0	0	355.2	0	2004
38231	Asiana Airlines	Korea	5443	292.9	26.4	5066	87.1	0	2004
38231	Australian Airlines	Hong Kong	1942	72.8	0	932	106.1	0	2004
38231	Australian Airlines	Indonesia	5094	32.2	0	5018	3.5	0	2004
38231	Australian Airlines	Japan	15221	174.7	4.8	14760	349.1	0	2004
38231	Australian Airlines	Malaysia	1334	0	0	1426	16.8	0	2004
38231	Australian Airlines	Singapore	4500	145.6	0.3	3914	85.7	3.7	2004
38231	British Airways	Singapore	6306	189.6	0	6354	485.1	0	2004
38231	British Airways	Thailand	5933	152.4	0	6239	53.3	0	2004
38231	British Airways	UK	12649	655.1	0	12058	86.6	0	2004
38231	Cargolux Airlines Intl	Luxembourg	0	384.9	0	0	0	0	2004
38231	Cargolux Airlines Intl	Malaysia	0	0	0	0	0	0	2004
38231	Cargolux Airlines Intl	New Zealand	0	0	0	0	477.5	0	2004
38231	Cathay Pacific Airways	Hong Kong	27819	3078.4	33.5	25161	2075.3	10.6	2004
38231	China Airlines	Taiwan	4539	189.5	6.3	4295	70	0	2004
38231	China Eastern Airlines	China	5363	361.2	0	6080	28.8	0.5	2004
38231	China Southern Airlines	China	2230	136.7	2.5	2684	8.2	0	2004
38231	Continental Micronesia	Guam	1056	0	0.1	1083	6	0	2004
38231	Emirates	New Zealand	15485	1144.1	0	15667	1067.7	0	2004
38231	Emirates	Singapore	2265	180.8	9.7	1392	304.8	0	2004
38231	Emirates	United Arab Emirates	27188	839.1	26.6	21941	814	0.7	2004
38231	Eva Air	Taiwan	2625	142.6	4.4	2840	141.2	0	2004
38231	Federal Express Corporation	Philippines	0	0	0	0	717.3	0	2004
38231	Federal Express Corporation	USA	0	1189.5	0	0	0	0	2004
38231	Freedom Air International	New Zealand	22826	0	0	24603	0	0	2004
38231	Garuda Indonesia	Indonesia	14367	383.6	1.5	14171	244.1	0	2004
38231	Garuda Indonesia	New Zealand	745	87.2	0	731	28.9	0	2004
38231	Gulf Air	Bahrain	5962	119.5	10.5	4669	100.7	7.4	2004
38231	Gulf Air	Singapore	710	180.8	0.7	1004	58.5	0	2004
38231	Hawaiian Airlines	USA	2955	26.4	0.3	3682	17.9	0	2004
38231	Japan Airlines	Japan	27472	829.7	84.8	30519	1092.5	3.6	2004
38231	Korean Air	Korea	9433	1158.1	36.6	10117	563.7	1.6	2004
38231	Lan Chile	Chile	1457	47.9	0	1703	60.9	2.4	2004
38231	Lan Chile	New Zealand	788	53.1	1	1164	5.9	0	2004
38231	Lauda Air	Austria	9345	0	0	9024	0	0	2004
38231	Lauda Air	Malaysia	801	0	0	674	0	0	2004
38231	Lauda Air	Singapore	324	0	0	423	0	0	2004
38231	Lufthansa German Airlines	Germany	0	287.2	0	0	136.7	0	2004
38231	Lufthansa German Airlines	Malaysia	0	0	0	0	12.4	0	2004
38231	Lufthansa German Airlines	New Zealand	0	242.5	0	0	1.9	0	2004
38231	Lufthansa German Airlines	Thailand	0	0	0	0	8.9	0	2004
38231	Lufthansa German Airlines	USA	0	510.5	0	0	148.8	0	2004
38231	Malaysia Airlines	Malaysia	38793	2860.9	4.6	38125	747.9	0	2004
38231	Martinair Holland	Hong Kong	0	0	0	0	31.2	0	2004
38231	Martinair Holland	Netherlands	0	652.6	0	0	79.4	0	2004
38231	Martinair Holland	Thailand	0	0	0	0	4.4	0	2004
38231	Martinair Holland	United Arab Emirates	0	0	0	0	20.7	0	2004
38231	Merpati Nusantara Airlines	Indonesia	74	0	0	116	0	0	2004
38231	Norfolk Jet Express	New Zealand	0	0	0	0	0	0	2004
38231	Philippine Airlines	Philippines	2614	120.8	0	2761	93.9	0	2004
38231	Polar Air Cargo	USA	0	0	0	0	0	0	2004
38231	Qantas Airways	China	0	220.4	0	0	17.6	0	2004
38231	Qantas Airways	France	740	17.9	0	769	0	0.5	2004
38231	Qantas Airways	Germany	3688	207.1	11.1	3308	16.4	32.1	2004
38231	Qantas Airways	Hong Kong	21112	1872.4	14.2	19377	651.4	64.8	2004
38231	Qantas Airways	India	2504	56.9	0	3380	8.2	2.6	2004
38231	Qantas Airways	Indonesia	5008	75.2	0.2	5401	103.7	3.6	2004
38231	Qantas Airways	Japan	26058	519.3	57	27458	1154.9	118.5	2004
38231	Qantas Airways	New Caledonia	1428	0.4	0.2	1874	24	1.6	2004
38231	Qantas Airways	New Zealand	68062	2128.2	5.7	73936	2167.5	184.1	2004
38231	Qantas Airways	Philippines	3133	78.1	2.9	3349	36.5	2.7	2004
38231	Qantas Airways	Singapore	40317	1302	95.6	35415	1927.3	160.1	2004
38231	Qantas Airways	South Africa	4632	139.8	3.5	4600	40.8	8.5	2004
38231	Qantas Airways	Thailand	4543	58.7	11.1	3721	40.6	20.3	2004
38231	Qantas Airways	UK	13711	517.9	89.8	15687	72	148.8	2004
38231	Qantas Airways	USA	35523	1793.6	167	37576	574.6	165.3	2004
38231	Royal Brunei Airlines	Brunei	4179	54.6	0	4397	132.4	0	2004
38231	Royal Brunei Airlines	New Zealand	2367	17.5	0	2356	62.2	0	2004
38231	Singapore Airlines	Indonesia	0	0	0	0	10.5	0	2004
38231	Singapore Airlines	New Zealand	0	0	0	0	351.6	0	2004
38231	Singapore Airlines	Singapore	83379	4781.4	140.2	79454	4142.3	2.4	2004
38231	Solomon Airlines	Solomon Islands	948	18	0	1042	4.4	0	2004
38231	South African Airways	South Africa	4343	124.9	2.3	3775	255.6	1.3	2004
38231	Thai Airways International	New Zealand	4636	253.2	0	4164	386.6	0	2004
38231	Thai Airways International	Thailand	25618	1046.4	92.8	26199	896.3	0.5	2004
38231	United Airlines	USA	16405	163.9	134.9	17290	522.5	6.7	2004
38231	United Parcel Service	Hong Kong	0	0	0	0	35.7	0	2004
38231	United Parcel Service	Taiwan	0	0	0	0	0.1	0	2004
38231	United Parcel Service	USA	0	379.4	0	0	0	0	2004
38231	Vietnam Airlines	Vietnam	2845	74.6	0	6270	10.9	0	2004
38231	Virgin Australia	Fiji	1695	0	0	2693	0	0	2004
38231	Virgin Australia	New Zealand	14276	0	0	15589	0	0	2004
38231	Virgin Australia	Vanuatu	247	0	0	587	0	0	2004
38231	Virgin Samoa	New Zealand	146	0	0.8	55	0	0.3	2004
38231	Virgin Samoa	Tonga	240	2.3	0	210	1.6	0.1	2004
38231	Virgin Samoa	Western Samoa	490	4.1	0.1	653	4.6	0.7	2004
38261	Aerolineas Argentinas	Argentina	1439	6	0.3	1395	19.9	0	2004
38261	Aerolineas Argentinas	New Zealand	325	53.6	0	419	35.8	0	2004
38261	Air Caledonie	New Caledonia	3295	7.1	0.5	2693	48.1	1.3	2004
38261	Air Canada	Canada	4083	6	1	2596	7.4	0	2004
38261	Air Canada	USA	1500	164.8	22.3	686	270	0.1	2004
38261	Air China	China	7356	56.7	5.6	4955	34.3	0	2004
38261	Air Mauritius	Mauritius	1922	48.8	0.2	1376	46.7	0	2004
38261	Air Nauru	Nauru	419	0.8	0	357	12.8	0	2004
38261	Air Nauru	Solomon Islands	264	0	0	201	0	0	2004
38261	Air New Zealand	New Zealand	74954	1159.3	137.4	73514	1063.9	13.9	2004
38261	Air Niugini	Papua New Guinea	5820	173.1	3.5	5772	273.8	19.3	2004
38261	Air Pacific	Fiji	20751	465.5	1.5	18519	366.9	18.6	2004
38261	Air Paradise International	Indonesia	10661	107.6	0	10055	20	0	2004
38261	Air Vanuatu	Vanuatu	3305	11.8	2.7	2879	24.4	4.6	2004
38261	Asian Express Airlines	New Zealand	0	327.1	0	0	334.6	0	2004
38261	Asiana Airlines	Korea	7751	286.4	9	6519	116.4	0	2004
38261	Australian Airlines	Hong Kong	3081	98.4	0	2183	114.5	0	2004
38261	Australian Airlines	Indonesia	5255	35	0	4539	15.5	0.1	2004
38261	Australian Airlines	Japan	16094	118.4	4	15096	330.6	0	2004
38261	Australian Airlines	Malaysia	1500	0	0	1258	20.7	0	2004
38261	Australian Airlines	Singapore	5033	176.2	0.5	4466	32.9	4.1	2004
38261	British Airways	Singapore	7454	246.8	0.2	4436	365.5	0	2004
38261	British Airways	Thailand	6213	146.6	0	5607	56	0	2004
38261	British Airways	UK	15360	710.4	0	8746	97.2	0	2004
38261	Cargolux Airlines Intl	Luxembourg	0	484.8	0	0	0	0	2004
38261	Cargolux Airlines Intl	Malaysia	0	0	0	0	0	0	2004
38261	Cargolux Airlines Intl	New Zealand	0	0	0	0	503.9	0	2004
38261	Cathay Pacific Airways	Hong Kong	36089	3179.2	31.9	29046	2318.5	12.7	2004
38261	China Airlines	Taiwan	4845	249.9	7.1	3654	82.3	0	2004
38261	China Eastern Airlines	China	7729	463.6	0	4545	15.5	0.8	2004
38261	China Southern Airlines	China	4095	220.8	3.4	3651	15.5	0	2004
38261	Continental Micronesia	Guam	956	0	0.1	991	6.5	0	2004
38261	Emirates	New Zealand	14344	1376.8	0	15722	1092.2	0	2004
38261	Emirates	Singapore	2234	229.9	5	1370	297.4	0	2004
38261	Emirates	United Arab Emirates	31869	986.6	18.8	17478	1051.4	0.6	2004
38261	Eva Air	Taiwan	3007	154.5	5.2	2610	98.4	0	2004
38261	Federal Express Corporation	Philippines	0	0	0	0	678.1	0	2004
38261	Federal Express Corporation	USA	0	1335.8	0	0	0	0	2004
38261	Freedom Air International	New Zealand	22288	0	0	22009	0	0	2004
38261	Garuda Indonesia	Indonesia	16199	395.9	2.4	13771	219.2	0	2004
38261	Garuda Indonesia	New Zealand	610	95.5	0	661	17.3	0	2004
38261	Gulf Air	Bahrain	6010	219.9	9.9	2580	202.7	9.5	2004
38261	Gulf Air	Singapore	1144	150	1.4	813	63.3	0	2004
38261	Hawaiian Airlines	USA	3976	28.6	0.4	3390	37.1	0	2004
38261	Japan Airlines	Japan	34101	996.7	100.3	26007	1280	3.3	2004
38261	Korean Air	Korea	12437	1324.1	40.8	9786	834.5	2	2004
38261	Lan Chile	Chile	1630	56.9	0.1	1648	32.6	2.4	2004
38261	Lan Chile	New Zealand	907	26.9	0	1303	10	0	2004
38261	Lauda Air	Austria	10921	0	0	5221	0	0	2004
38261	Lauda Air	Malaysia	1119	0	0	685	0	0	2004
38261	Lauda Air	Singapore	432	0	0	361	0	0	2004
38261	Lufthansa German Airlines	Germany	0	268	0	0	122.6	0	2004
38261	Lufthansa German Airlines	Malaysia	0	0.9	0	0	0.7	0	2004
38261	Lufthansa German Airlines	New Zealand	0	244	0	0	7.7	0	2004
38261	Lufthansa German Airlines	Thailand	0	0	0	0	2.7	0	2004
38261	Lufthansa German Airlines	USA	0	526.5	0	0	78.6	0	2004
38261	Malaysia Airlines	Malaysia	51653	2765.9	4.6	40624	852.8	0	2004
38261	Martinair Holland	Bahrain	0	0	0	0	15	0	2004
38261	Martinair Holland	Hong Kong	0	0	0	0	27.7	0	2004
38261	Martinair Holland	Netherlands	0	721.6	0	0	103	0	2004
38261	Martinair Holland	Thailand	0	0	0	0	15.7	0	2004
38261	Martinair Holland	United Arab Emirates	0	0	0	0	1.5	0	2004
38261	Merpati Nusantara Airlines	Indonesia	100	0	0	90	0	0	2004
38261	Norfolk Jet Express	New Zealand	0	0	0	0	0	0	2004
38261	Philippine Airlines	Philippines	3077	149.9	0	2773	75.1	0	2004
38261	Polar Air Cargo	USA	0	0	0	0	0	0	2004
38261	Qantas Airways	China	0	341.1	0	0	2	0	2004
38261	Qantas Airways	France	1104	40.1	0	519	0.3	1.1	2004
38261	Qantas Airways	Germany	4076	228.8	9.4	2806	20.2	35.3	2004
38261	Qantas Airways	Hong Kong	26608	1946.5	12.7	22040	538.2	66.9	2004
38261	Qantas Airways	India	4566	86.3	0	4115	17	3.5	2004
38261	Qantas Airways	Indonesia	4844	81.7	0	4786	103.1	3.8	2004
38261	Qantas Airways	Japan	29777	571.5	69.7	25839	1317.4	123	2004
38261	Qantas Airways	New Caledonia	2212	3.2	0.3	1644	25.3	2.6	2004
38261	Qantas Airways	New Zealand	74149	2091.8	5.7	74591	2326.5	189	2004
38261	Qantas Airways	Philippines	3509	88.5	2	3327	28.7	2.5	2004
38261	Qantas Airways	Singapore	46315	1326.5	100.7	34180	1661.1	167.6	2004
38261	Qantas Airways	South Africa	5276	132.3	3.1	4488	69	10.6	2004
38261	Qantas Airways	Thailand	5462	91	10	3426	46	20	2004
38261	Qantas Airways	UK	14045	672.8	84.4	13092	152.5	177.4	2004
38261	Qantas Airways	USA	44811	1439.8	181.3	35952	664.1	178.7	2004
38261	Royal Brunei Airlines	Brunei	4936	103.2	0	3609	146.9	0	2004
38261	Royal Brunei Airlines	New Zealand	2514	29.6	0	2321	50.1	0	2004
38261	Singapore Airlines	Indonesia	0	0	0	0	1.4	0	2004
38261	Singapore Airlines	New Zealand	0	0	0	0	408.9	0	2004
38261	Singapore Airlines	Singapore	97609	5280.6	166.9	74058	4298.1	2.5	2004
38261	Solomon Airlines	Solomon Islands	868	20.6	0	796	4.9	0	2004
38261	South African Airways	South Africa	4530	81.4	3.9	3564	236.3	1.5	2004
38261	Thai Airways International	New Zealand	4439	271.8	0.1	4283	318.8	0	2004
38261	Thai Airways International	Thailand	30027	1136.6	92.4	26593	900.2	0.1	2004
38261	United Airlines	USA	19191	127.1	115.2	15463	607.1	10.5	2004
38261	United Parcel Service	Hong Kong	0	0	0	0	20.9	0	2004
38261	United Parcel Service	Taiwan	0	0	0	0	0	0	2004
38261	United Parcel Service	USA	0	524.6	0	0	0	0	2004
38261	Vietnam Airlines	Vietnam	2887	118.1	0	5564	49.1	0	2004
38261	Virgin Australia	Fiji	3405	0	0	3048	0	0	2004
38261	Virgin Australia	New Zealand	13302	0	0	12744	0	0	2004
38261	Virgin Australia	Vanuatu	964	0	0	879	0	0	2004
38261	Virgin Samoa	New Zealand	75	0	0.4	73	0	0.3	2004
38261	Virgin Samoa	Tonga	334	3.1	0	238	2.3	0.6	2004
38261	Virgin Samoa	Western Samoa	486	3	0	450	3.3	0.8	2004
38292	Aerolineas Argentinas	Argentina	1142	3.8	0.3	1409	16.5	0	2004
38292	Aerolineas Argentinas	New Zealand	324	52.3	0	320	37.5	0	2004
38292	Air Caledonie	New Caledonia	3138	6.5	0.5	3360	50.7	1.2	2004
38292	Air Canada	Canada	3789	15.1	2.2	3653	0	0	2004
38292	Air Canada	USA	1478	282	25.2	1361	317.9	0.2	2004
38292	Air China	China	5605	74.7	7	6914	39.7	0	2004
38292	Air Mauritius	Mauritius	1714	58.4	0.2	1565	71.9	0	2004
38292	Air Nauru	Nauru	364	2.6	0	323	12.3	0	2004
38292	Air Nauru	Solomon Islands	135	0	0	185	0	0	2004
38292	Air New Zealand	New Zealand	70268	1148.4	192.9	72011	1084.7	12.2	2004
38292	Air Niugini	Papua New Guinea	5338	244.8	2.9	5491	249.8	26.5	2004
38292	Air Pacific	Fiji	16889	442.7	1.3	16551	354.9	15.9	2004
38292	Air Paradise International	Indonesia	8881	72.8	0	9084	22.6	0	2004
38292	Air Vanuatu	Vanuatu	2414	9.9	3	2216	23.3	3.8	2004
38292	Asian Express Airlines	New Zealand	0	288.1	0	0	318.4	0	2004
38292	Asiana Airlines	Korea	7104	277	16.5	7384	79.5	0	2004
38292	Australian Airlines	Hong Kong	3055	77.7	0	2452	94.2	0	2004
38292	Australian Airlines	Indonesia	2984	21.5	0	2689	12.6	0	2004
38292	Australian Airlines	Japan	17055	100.9	5.4	17673	353.8	0	2004
38292	Australian Airlines	Malaysia	1363	0.4	0	1177	20.2	0	2004
38292	Australian Airlines	Singapore	3770	144	0.3	3927	22.3	2.7	2004
38292	British Airways	Singapore	8280	185.9	0	7497	320.3	0	2004
38292	British Airways	Thailand	6489	119.3	0	5903	71	0	2004
38292	British Airways	UK	11790	650.1	7	8727	114.1	0	2004
38292	Cargolux Airlines Intl	Luxembourg	0	430.4	0	0	0	0	2004
38292	Cargolux Airlines Intl	Malaysia	0	0	0	0	0	0	2004
38292	Cargolux Airlines Intl	New Zealand	0	0	0	0	502.8	0	2004
38292	Cathay Pacific Airways	Hong Kong	37300	3346.7	41.9	40939	1932.6	27.4	2004
